Sl.No.,Dist. Code,Dist. Name,Block Code,Block name,School code,School Name,Schcat,Schcat1,Schmgt_abstract,Catg,Enr_slab,Enrol,Enr_group,Grant_a mount in lakhs,Amount,Now proposed to release 100% amount,"General component (2202-01-001-15-
05-500-503)","SC
component (2202-01-
789-15-05-
500-503)","ST
component (2202-01-
796-15-05-
500-503)",
11548,3621,MEDCHAL MALKAJGIRI,362104,QUTHBULLAPUR,36210490131,MPPS RAMAKRISHNA NAGAR,1,01_PS,01_Govt_Localbody,Elementary,07_51 to 60,55,02_31-100,0.25,25000,25000,18000,4250,2750,
11549,3621,MEDCHAL MALKAJGIRI,362104,QUTHBULLAPUR,36210490132,MPPS AMBEDKAR NAGAR (GAJULARAMARAM),1,01_PS,01_Govt_Localbody,Elementary,11_91 to 100,99,02_31-100,0.25,25000,25000,18000,4250,2750,
11550,3621,MEDCHAL MALKAJGIRI,362104,QUTHBULLAPUR,36210490133,MPPS GUDDEN METT,1,01_PS,01_Govt_Localbody,Elementary,04_21 to 30,22,01_1-30,0.10,10000,10000,7200,1700,1100,
11551,3621,MEDCHAL MALKAJGIRI,362104,QUTHBULLAPUR,36210490135,MPPS SANJAYGANDHI NAGAR (GANDHI NAGAR),1,01_PS,01_Govt_Localbody,Elementary,09_71 to 80,73,02_31-100,0.25,25000,25000,18000,4250,2750,
11552,3621,MEDCHAL MALKAJGIRI,362104,QUTHBULLAPUR,36210490136,MPPS LENIN NAGAR,1,01_PS,01_Govt_Localbody,Elementary,11_91 to 100,95,02_31-100,0.25,25000,25000,18000,4250,2750,
11553,3621,MEDCHAL MALKAJGIRI,362104,QUTHBULLAPUR,36210490137,MPPS SHIVA NAGAR,1,01_PS,01_Govt_Localbody,Elementary,12_101 to 200,103,03_101-250,0.50,50000,50000,36000,8500,5500,
11554,3621,MEDCHAL MALKAJGIRI,362104,QUTHBULLAPUR,36210490138,MPPS NEHRU NAGAR - II,1,01_PS,01_Govt_Localbody,Elementary,05_31 to 40,38,02_31-100,0.25,25000,25000,18000,4250,2750,
11555,3621,MEDCHAL MALKAJGIRI,362104,QUTHBULLAPUR,36210490139,MPPS SANJAY GANDHI NAGAR (SHAPUR NAGAR),1,01_PS,01_Govt_Localbody,Elementary,04_21 to 30,25,01_1-30,0.10,10000,10000,7200,1700,1100,
11556,3621,MEDCHAL MALKAJGIRI,362104,QUTHBULLAPUR,36210490140,MPPS KALAVATINAGAR,1,01_PS,01_Govt_Localbody,Elementary,04_21 to 30,32,02_31-100,0.25,25000,25000,18000,4250,2750,
11557,3621,MEDCHAL MALKAJGIRI,362104,QUTHBULLAPUR,36210490141,MPPS JAGADGIRINAGAR - II,1,01_PS,01_Govt_Localbody,Elementary,13_201 to 300,208,03_101-250,0.50,50000,50000,36000,8500,5500,
11558,3621,MEDCHAL MALKAJGIRI,362104,QUTHBULLAPUR,36210490143,MPPS JEEDIMETLA,1,01_PS,01_Govt_Localbody,Elementary,13_201 to 300,226,03_101-250,0.50,50000,50000,36000,8500,5500,
11559,3621,MEDCHAL MALKAJGIRI,362104,QUTHBULLAPUR,36210490144,MPPS AYODHYANAGAR,1,01_PS,01_Govt_Localbody,Elementary,12_101 to 200,166,03_101-250,0.50,50000,50000,36000,8500,5500,
11560,3621,MEDCHAL MALKAJGIRI,362104,QUTHBULLAPUR,36210490145,MPPS VENNALAGADDA,1,01_PS,01_Govt_Localbody,Elementary,11_91 to 100,104,03_101-250,0.50,50000,50000,36000,8500,5500,
11561,3621,MEDCHAL MALKAJGIRI,362104,QUTHBULLAPUR,36210490147,MPPS VINAYAKANAGAR,1,01_PS,01_Govt_Localbody,Elementary,05_31 to 40,38,02_31-100,0.25,25000,25000,18000,4250,2750,
11562,3621,MEDCHAL MALKAJGIRI,362104,QUTHBULLAPUR,36210490148,MPPS SUBHASHNAGAR,1,01_PS,01_Govt_Localbody,Elementary,13_201 to 300,211,03_101-250,0.50,50000,50000,36000,8500,5500,
11563,3621,MEDCHAL MALKAJGIRI,362104,QUTHBULLAPUR,36210490149,MPPS ALLURISITHARAMARAJU NAGAR,1,01_PS,01_Govt_Localbody,Elementary,12_101 to 200,134,03_101-250,0.50,50000,50000,36000,8500,5500,
11564,3621,MEDCHAL MALKAJGIRI,362104,QUTHBULLAPUR,36210490150,MPPS SRNAIK NAGAR,1,01_PS,01_Govt_Localbody,Elementary,12_101 to 200,157,03_101-250,0.50,50000,50000,36000,8500,5500,
11565,3621,MEDCHAL MALKAJGIRI,362104,QUTHBULLAPUR,36210490151,MPPS APUROOPA COLONY,1,01_PS,01_Govt_Localbody,Elementary,08_61 to 70,64,02_31-100,0.25,25000,25000,18000,4250,2750,
11566,3621,MEDCHAL MALKAJGIRI,362104,QUTHBULLAPUR,36210490152,MPPS DEVENDRA NAGAR (GAJULARAMARAM),1,01_PS,01_Govt_Localbody,Elementary,12_101 to 200,176,03_101-250,0.50,50000,50000,36000,8500,5500,
11567,3621,MEDCHAL MALKAJGIRI,362104,QUTHBULLAPUR,36210490153,MPPS RNR NAGAR,1,01_PS,01_Govt_Localbody,Elementary,12_101 to 200,100,02_31-100,0.25,25000,25000,18000,4250,2750,
11568,3621,MEDCHAL MALKAJGIRI,362104,QUTHBULLAPUR,36210490191,MPPS SURARAM COLONY,1,01_PS,01_Govt_Localbody,Elementary,13_201 to 300,298,04_251-1000,0.75,75000,75000,54000,12750,8250,
11569,3621,MEDCHAL MALKAJGIRI,362104,QUTHBULLAPUR,36210490192,MPPS SOMAIAH NAGAR,1,01_PS,01_Govt_Localbody,Elementary,05_31 to 40,34,02_31-100,0.25,25000,25000,18000,4250,2750,
11570,3621,MEDCHAL MALKAJGIRI,362104,QUTHBULLAPUR,36210490193,MPPS BHAGATSINGHNA,1,01_PS,01_Govt_Localbody,Elementary,12_101 to 200,125,03_101-250,0.50,50000,50000,36000,8500,5500,
11571,3621,MEDCHAL MALKAJGIRI,362104,QUTHBULLAPUR,36210490194,MPPS PRASOONA NAGAR,1,01_PS,01_Govt_Localbody,Elementary,08_61 to 70,67,02_31-100,0.25,25000,25000,18000,4250,2750,
11572,3621,MEDCHAL MALKAJGIRI,362104,QUTHBULLAPUR,36210490195,MPPS SRINIVAS NAGAR,1,01_PS,01_Govt_Localbody,Elementary,06_41 to 50,47,02_31-100,0.25,25000,25000,18000,4250,2750,
11573,3621,MEDCHAL MALKAJGIRI,362104,QUTHBULLAPUR,36210490196,MPPS GANDHI NAGAR(UM),1,01_PS,01_Govt_Localbody,Elementary,05_31 to 40,28,01_1-30,0.10,10000,10000,7200,1700,1100,
11574,3621,MEDCHAL MALKAJGIRI,362104,QUTHBULLAPUR,36210490207,"GOVT. JUNIOR COLLEGE, QUTHBULLAPUR",11,05_JRC,01_Govt_Localbody,sec_hsec,18_701 to 800,737,04_251-1000,0.75,75000,75000,54000,12750,8250,
11575,3621,MEDCHAL MALKAJGIRI,362104,QUTHBULLAPUR,36210490274,MPPS RAMREDDYNAGAR,1,01_PS,01_Govt_Localbody,Elementary,13_201 to 300,237,03_101-250,0.50,50000,50000,36000,8500,5500,
11576,3621,MEDCHAL MALKAJGIRI,362104,QUTHBULLAPUR,36210490311,MPPS MAQDUMNAGAR,1,01_PS,01_Govt_Localbody,Elementary,12_101 to 200,160,03_101-250,0.50,50000,50000,36000,8500,5500,
Sl.No.,Dist. Code,Dist. Name,Block Code,Block name,School code,School Name,Schcat,Schcat1,Schmgt_abstract,Catg,Enr_slab,Enrol,Enr_group,Grant_a mount in lakhs,Amount,Now proposed to release 100% amount,"General component (2202-01-001-15-
05-500-503)","SC
component (2202-01-
789-15-05-
500-503)","ST
component (2202-01-
796-15-05-
500-503)",
11577,3621,MEDCHAL MALKAJGIRI,362104,QUTHBULLAPUR,36210490312,MPPS PETBASHEERABAD,1,01_PS,01_Govt_Localbody,Elementary,12_101 to 200,129,03_101-250,0.50,50000,50000,36000,8500,5500,
11578,3621,MEDCHAL MALKAJGIRI,362104,QUTHBULLAPUR,36210490358,ZPHS SURARAM,7,03_HS,01_Govt_Localbody,sec_hsec,14_301 to 400,367,04_251-1000,0.75,75000,75000,54000,12750,8250,
11579,3621,MEDCHAL MALKAJGIRI,362104,QUTHBULLAPUR,36210490359,ZPHS GAJULARAMARAM,7,03_HS,01_Govt_Localbody,sec_hsec,16_501 to 600,584,04_251-1000,0.75,75000,75000,54000,12750,8250,
11580,3621,MEDCHAL MALKAJGIRI,362104,QUTHBULLAPUR,36210490360,ZPHS GURUMURTYNGR,7,03_HS,01_Govt_Localbody,sec_hsec,13_201 to 300,268,04_251-1000,0.75,75000,75000,54000,12750,8250,
11581,3621,MEDCHAL MALKAJGIRI,362104,QUTHBULLAPUR,36210490361,ZPHS SHAPURNAGAR,7,03_HS,01_Govt_Localbody,sec_hsec,16_501 to 600,508,04_251-1000,0.75,75000,75000,54000,12750,8250,
11582,3621,MEDCHAL MALKAJGIRI,362104,QUTHBULLAPUR,36210490362,ZPHS JAGADGIRINAGAR,7,03_HS,01_Govt_Localbody,sec_hsec,21_1001 to 1500,1119,05_g1000,1.00,100000,100000,72000,17000,11000,
11583,3621,MEDCHAL MALKAJGIRI,362104,QUTHBULLAPUR,36210490363,ZPHS QUTUBULLAPUR,7,03_HS,01_Govt_Localbody,sec_hsec,21_1001 to 1500,1013,05_g1000,1.00,100000,100000,72000,17000,11000,
11584,3621,MEDCHAL MALKAJGIRI,362104,QUTHBULLAPUR,36210490364,ZPHS GANDHINAGAR,7,03_HS,01_Govt_Localbody,sec_hsec,15_401 to 500,421,04_251-1000,0.75,75000,75000,54000,12750,8250,
11585,3621,MEDCHAL MALKAJGIRI,362104,QUTHBULLAPUR,36210490365,ZPHS JEEDIMETLA,7,03_HS,01_Govt_Localbody,sec_hsec,16_501 to 600,575,04_251-1000,0.75,75000,75000,54000,12750,8250,
11586,3621,MEDCHAL MALKAJGIRI,362104,QUTHBULLAPUR,36210490401,ZPHS BHAGATHSING NAGAR,7,03_HS,01_Govt_Localbody,sec_hsec,12_101 to 200,162,03_101-250,0.50,50000,50000,36000,8500,5500,
11587,3621,MEDCHAL MALKAJGIRI,362104,QUTHBULLAPUR,36210490402,ZPHS SURARAM COLONY,7,03_HS,01_Govt_Localbody,sec_hsec,20_901 to 1000,953,04_251-1000,0.75,75000,75000,54000,12750,8250,
11588,3621,MEDCHAL MALKAJGIRI,362104,QUTHBULLAPUR,36210490416,MPPS NEHRU NAGAR - I,1,01_PS,01_Govt_Localbody,Elementary,13_201 to 300,301,04_251-1000,0.75,75000,75000,54000,12750,8250,
11589,3621,MEDCHAL MALKAJGIRI,362104,QUTHBULLAPUR,36210490417,ZPHS NEHRU NAGAR,7,03_HS,01_Govt_Localbody,sec_hsec,16_501 to 600,549,04_251-1000,0.75,75000,75000,54000,12750,8250,
11590,3621,MEDCHAL MALKAJGIRI,362104,QUTHBULLAPUR,36214101185,"GOVERNMENT VOCATIONAL JUNIOR COLLEGE, QUTHBULLAPUR -59033",11,05_JRC,01_Govt_Localbody,sec_hsec,19_801 to 900,852,04_251-1000,0.75,75000,75000,54000,12750,8250,
11591,3621,MEDCHAL MALKAJGIRI,362112,SHAMIRPET,36211200101,MPPS SINGAIPALE,1,01_PS,01_Govt_Localbody,Elementary,09_71 to 80,72,02_31-100,0.25,25000,25000,18000,4250,2750,
11592,3621,MEDCHAL MALKAJGIRI,362112,SHAMIRPET,36211200201,MPUPS YADARAM,2,02_UPS,01_Govt_Localbody,Elementary,11_91 to 100,98,02_31-100,0.25,25000,25000,18000,4250,2750,
11593,3621,MEDCHAL MALKAJGIRI,362112,SHAMIRPET,36211200401,MPPS TURAKAPALLY,1,01_PS,01_Govt_Localbody,Elementary,12_101 to 200,148,03_101-250,0.50,50000,50000,36000,8500,5500,
11594,3621,MEDCHAL MALKAJGIRI,362112,SHAMIRPET,36211200402,MPPS TURKA PALLY HW,1,01_PS,01_Govt_Localbody,Elementary,03_11 to 20,11,01_1-30,0.10,10000,10000,7200,1700,1100,
11595,3621,MEDCHAL MALKAJGIRI,362112,SHAMIRPET,36211201401,MPPS LGM PET.HW,1,01_PS,01_Govt_Localbody,Elementary,03_11 to 20,21,01_1-30,0.10,10000,10000,7200,1700,1100,
11596,3621,MEDCHAL MALKAJGIRI,362112,SHAMIRPET,36211201403,MPPS LALGADIMALAKPET,1,01_PS,01_Govt_Localbody,Elementary,08_61 to 70,69,02_31-100,0.25,25000,25000,18000,4250,2750,
11597,3621,MEDCHAL MALKAJGIRI,362112,SHAMIRPET,36211201406,ZPHS LALGADIMALAKPET,7,03_HS,01_Govt_Localbody,sec_hsec,12_101 to 200,161,03_101-250,0.50,50000,50000,36000,8500,5500,
11598,3621,MEDCHAL MALKAJGIRI,362112,SHAMIRPET,36211201501,MPPS ALIYABAD,1,01_PS,01_Govt_Localbody,Elementary,12_101 to 200,124,03_101-250,0.50,50000,50000,36000,8500,5500,
11599,3621,MEDCHAL MALKAJGIRI,362112,SHAMIRPET,36211201502,MPPS ALIYABAD.HW,1,01_PS,01_Govt_Localbody,Elementary,05_31 to 40,34,02_31-100,0.25,25000,25000,18000,4250,2750,
11600,3621,MEDCHAL MALKAJGIRI,362112,SHAMIRPET,36211201503,MPPS PITTALAGUDA,1,01_PS,01_Govt_Localbody,Elementary,06_41 to 50,42,02_31-100,0.25,25000,25000,18000,4250,2750,
11601,3621,MEDCHAL MALKAJGIRI,362112,SHAMIRPET,36211201504,ZPHS ALIABAD,7,03_HS,01_Govt_Localbody,sec_hsec,13_201 to 300,264,04_251-1000,0.75,75000,75000,54000,12750,8250,
11602,3621,MEDCHAL MALKAJGIRI,362112,SHAMIRPET,36211201602,MPPS MAZIDPUR,1,01_PS,01_Govt_Localbody,Elementary,11_91 to 100,97,02_31-100,0.25,25000,25000,18000,4250,2750,
11603,3621,MEDCHAL MALKAJGIRI,362112,SHAMIRPET,36211201604,MPHS MAZIDPUR,7,03_HS,01_Govt_Localbody,sec_hsec,09_71 to 80,73,02_31-100,0.25,25000,25000,18000,4250,2750,
11604,3621,MEDCHAL MALKAJGIRI,362112,SHAMIRPET,36211201701,MPPS SHAMIRPET,1,01_PS,01_Govt_Localbody,Elementary,12_101 to 200,146,03_101-250,0.50,50000,50000,36000,8500,5500,
11605,3621,MEDCHAL MALKAJGIRI,362112,SHAMIRPET,36211201707,MPUPS UPPARAPALLE,2,02_UPS,01_Govt_Localbody,Elementary,08_61 to 70,69,02_31-100,0.25,25000,25000,18000,4250,2750,
11606,3621,MEDCHAL MALKAJGIRI,362112,SHAMIRPET,36211201708,ZPHS SHAMIRPET,7,03_HS,01_Govt_Localbody,sec_hsec,13_201 to 300,264,04_251-1000,0.75,75000,75000,54000,12750,8250,
11607,3621,MEDCHAL MALKAJGIRI,362112,SHAMIRPET,36211201901,MPPS POTHAPALLE,1,01_PS,01_Govt_Localbody,Elementary,10_81 to 90,84,02_31-100,0.25,25000,25000,18000,4250,2750,
11608,3621,MEDCHAL MALKAJGIRI,362112,SHAMIRPET,36211202001,MPPS DEVARAYAMJAL,1,01_PS,01_Govt_Localbody,Elementary,13_201 to 300,214,03_101-250,0.50,50000,50000,36000,8500,5500,
11609,3621,MEDCHAL MALKAJGIRI,362112,SHAMIRPET,36211202004,ZPHS DEVARAYAMJAL,7,03_HS,01_Govt_Localbody,sec_hsec,13_201 to 300,250,03_101-250,0.50,50000,50000,36000,8500,5500,
11610,3621,MEDCHAL MALKAJGIRI,362112,SHAMIRPET,36211202101,MPPS THUMKUNTA,1,01_PS,01_Govt_Localbody,Elementary,13_201 to 300,271,04_251-1000,0.75,75000,75000,54000,12750,8250,
11611,3621,MEDCHAL MALKAJGIRI,362112,SHAMIRPET,36211202104,"GOVT SPORTS SCHOOL, Thumkunta",3,04_HSS,06_Other State Govt.,sec_hsec,13_201 to 300,258,04_251-1000,0.75,75000,75000,54000,12750,8250,
11612,3621,MEDCHAL MALKAJGIRI,362112,SHAMIRPET,36211202201,MPPS ANTAIPALLE,1,01_PS,01_Govt_Localbody,Elementary,02_1 to 10,11,01_1-30,0.10,10000,10000,7200,1700,1100,
11613,3621,MEDCHAL MALKAJGIRI,362112,SHAMIRPET,36211202304,MPPS BOMRASIPET.HW,1,01_PS,01_Govt_Localbody,Elementary,04_21 to 30,22,01_1-30,0.10,10000,10000,7200,1700,1100,
11614,3621,MEDCHAL MALKAJGIRI,362112,SHAMIRPET,36211202305,ZPHS BOMRASIPET,7,03_HS,01_Govt_Localbody,sec_hsec,08_61 to 70,65,02_31-100,0.25,25000,25000,18000,4250,2750,
11615,3621,MEDCHAL MALKAJGIRI,362112,SHAMIRPET,36211202501,MPPS PONNAL,1,01_PS,01_Govt_Localbody,Elementary,09_71 to 80,73,02_31-100,0.25,25000,25000,18000,4250,2750,
11616,3621,MEDCHAL MALKAJGIRI,362112,SHAMIRPET,36211202503,ZPHS PONNAL,7,03_HS,01_Govt_Localbody,sec_hsec,09_71 to 80,80,02_31-100,0.25,25000,25000,18000,4250,2750,
11617,3621,MEDCHAL MALKAJGIRI,362109,UPPAL,36210900401,MPPS GGCOLONY,1,01_PS,01_Govt_Localbody,Elementary,04_21 to 30,24,01_1-30,0.10,10000,10000,7200,1700,1100,
11618,3621,MEDCHAL MALKAJGIRI,362109,UPPAL,36210900501,MPHS CHILKANAGAR,7,03_HS,01_Govt_Localbody,sec_hsec,13_201 to 300,278,04_251-1000,0.75,75000,75000,54000,12750,8250,
11619,3621,MEDCHAL MALKAJGIRI,362109,UPPAL,36210900801,MPPS GANDHI NAGAR,1,01_PS,01_Govt_Localbody,Elementary,11_91 to 100,96,02_31-100,0.25,25000,25000,18000,4250,2750,
11620,3621,MEDCHAL MALKAJGIRI,362109,UPPAL,36210900802,MPPS BHARAT NAGAR,1,01_PS,01_Govt_Localbody,Elementary,12_101 to 200,172,03_101-250,0.50,50000,50000,36000,8500,5500,
11621,3621,MEDCHAL MALKAJGIRI,362109,UPPAL,36210900803,MPPS KUMMARI BASTI,1,01_PS,01_Govt_Localbody,Elementary,10_81 to 90,81,02_31-100,0.25,25000,25000,18000,4250,2750,
11622,3621,MEDCHAL MALKAJGIRI,362109,UPPAL,36210900804,MPPS HARIJAN BASTI,1,01_PS,01_Govt_Localbody,Elementary,12_101 to 200,114,03_101-250,0.50,50000,50000,36000,8500,5500,
11623,3621,MEDCHAL MALKAJGIRI,362109,UPPAL,36210900805,MPPS AMBEDKAR NAGAR,1,01_PS,01_Govt_Localbody,Elementary,03_11 to 20,18,01_1-30,0.10,10000,10000,7200,1700,1100,
11624,3621,MEDCHAL MALKAJGIRI,362109,UPPAL,36210900806,MPPS BEERAPPA GADDA (UM),1,01_PS,01_Govt_Localbody,Elementary,04_21 to 30,24,01_1-30,0.10,10000,10000,7200,1700,1100,
11625,3621,MEDCHAL MALKAJGIRI,362109,UPPAL,36210900807,MPPS SWAROOP NAGAR,1,01_PS,01_Govt_Localbody,Elementary,04_21 to 30,31,02_31-100,0.25,25000,25000,18000,4250,2750,
11626,3621,MEDCHAL MALKAJGIRI,362109,UPPAL,36210900808,MPPS NEW RAMNGAR,1,01_PS,01_Govt_Localbody,Elementary,05_31 to 40,40,02_31-100,0.25,25000,25000,18000,4250,2750,
11627,3621,MEDCHAL MALKAJGIRI,362109,UPPAL,36210900809,MPPS CHILKA NAGAR (UM),1,01_PS,01_Govt_Localbody,Elementary,09_71 to 80,76,02_31-100,0.25,25000,25000,18000,4250,2750,
11628,3621,MEDCHAL MALKAJGIRI,362109,UPPAL,36210900813,MPPS INDIRA NAGAR URDU MEDIUM,1,01_PS,01_Govt_Localbody,Elementary,06_41 to 50,41,02_31-100,0.25,25000,25000,18000,4250,2750,
11629,3621,MEDCHAL MALKAJGIRI,362109,UPPAL,36210900814,MPPS RAMANTHAPUR,1,01_PS,01_Govt_Localbody,Elementary,13_201 to 300,256,04_251-1000,0.75,75000,75000,54000,12750,8250,
11630,3621,MEDCHAL MALKAJGIRI,362109,UPPAL,36210900815,MPPS VENKAT REDDY NAGAR,1,01_PS,01_Govt_Localbody,Elementary,08_61 to 70,61,02_31-100,0.25,25000,25000,18000,4250,2750,
11631,3621,MEDCHAL MALKAJGIRI,362109,UPPAL,36210900816,MPPS INDIRA NAGAR (TM),1,01_PS,01_Govt_Localbody,Elementary,11_91 to 100,100,02_31-100,0.25,25000,25000,18000,4250,2750,
11632,3621,MEDCHAL MALKAJGIRI,362109,UPPAL,36210900817,MPPS RAJENDRANAGAR,1,01_PS,01_Govt_Localbody,Elementary,06_41 to 50,48,02_31-100,0.25,25000,25000,18000,4250,2750,
11633,3621,MEDCHAL MALKAJGIRI,362109,UPPAL,36210900818,MPPS LAXMINARAYANA COL,1,01_PS,01_Govt_Localbody,Elementary,12_101 to 200,142,03_101-250,0.50,50000,50000,36000,8500,5500,
11634,3621,MEDCHAL MALKAJGIRI,362109,UPPAL,36210900819,MPPS NAVARANGGUDA,1,01_PS,01_Govt_Localbody,Elementary,07_51 to 60,51,02_31-100,0.25,25000,25000,18000,4250,2750,
11635,3621,MEDCHAL MALKAJGIRI,362109,UPPAL,36210900861,MPPS CHILKA NAGAR,1,01_PS,01_Govt_Localbody,Elementary,13_201 to 300,206,03_101-250,0.50,50000,50000,36000,8500,5500,
11636,3621,MEDCHAL MALKAJGIRI,362109,UPPAL,36210900862,MPPS HABSIGUDA,1,01_PS,01_Govt_Localbody,Elementary,12_101 to 200,105,03_101-250,0.50,50000,50000,36000,8500,5500,
11637,3621,MEDCHAL MALKAJGIRI,362109,UPPAL,36210901301,MPPS MALLIKARJUNA NAGAR,1,01_PS,01_Govt_Localbody,Elementary,05_31 to 40,34,02_31-100,0.25,25000,25000,18000,4250,2750,
11638,3621,MEDCHAL MALKAJGIRI,362109,UPPAL,36210990102,MPPS DURGA NAGAR,1,01_PS,01_Govt_Localbody,Elementary,08_61 to 70,63,02_31-100,0.25,25000,25000,18000,4250,2750,
11639,3621,MEDCHAL MALKAJGIRI,362109,UPPAL,36210990103,MPPS ERRAKUNTA,1,01_PS,01_Govt_Localbody,Elementary,05_31 to 40,37,02_31-100,0.25,25000,25000,18000,4250,2750,
11640,3621,MEDCHAL MALKAJGIRI,362109,UPPAL,36210990106,MPPS INDIRA NAGAR (M),1,01_PS,01_Govt_Localbody,Elementary,04_21 to 30,24,01_1-30,0.10,10000,10000,7200,1700,1100,
11641,3621,MEDCHAL MALKAJGIRI,362109,UPPAL,36210990107,MPPS OLD MEERPET,1,01_PS,01_Govt_Localbody,Elementary,05_31 to 40,33,02_31-100,0.25,25000,25000,18000,4250,2750,
11642,3621,MEDCHAL MALKAJGIRI,362109,UPPAL,36210990108,MPPS RAJEEV NAGAR,1,01_PS,01_Govt_Localbody,Elementary,08_61 to 70,63,02_31-100,0.25,25000,25000,18000,4250,2750,
11643,3621,MEDCHAL MALKAJGIRI,362109,UPPAL,36210990109,MPPS ASHOK NAGAR,1,01_PS,01_Govt_Localbody,Elementary,05_31 to 40,39,02_31-100,0.25,25000,25000,18000,4250,2750,
11644,3621,MEDCHAL MALKAJGIRI,362109,UPPAL,36210990110,MPPS SUBHASH NAGAR,1,01_PS,01_Govt_Localbody,Elementary,07_51 to 60,61,02_31-100,0.25,25000,25000,18000,4250,2750,
11645,3621,MEDCHAL MALKAJGIRI,362109,UPPAL,36210990111,MPPS NTR NAGAR,1,01_PS,01_Govt_Localbody,Elementary,08_61 to 70,62,02_31-100,0.25,25000,25000,18000,4250,2750,
11646,3621,MEDCHAL MALKAJGIRI,362109,UPPAL,36210990112,MPPS MALLAPOOR,1,01_PS,01_Govt_Localbody,Elementary,14_301 to 400,347,04_251-1000,0.75,75000,75000,54000,12750,8250,
11647,3621,MEDCHAL MALKAJGIRI,362109,UPPAL,36210990113,MPPS NEHRU NAGAR,1,01_PS,01_Govt_Localbody,Elementary,07_51 to 60,57,02_31-100,0.25,25000,25000,18000,4250,2750,
11648,3621,MEDCHAL MALKAJGIRI,362109,UPPAL,36210990145,MPUPS NACHARAM,2,02_UPS,01_Govt_Localbody,Elementary,13_201 to 300,213,03_101-250,0.50,50000,50000,36000,8500,5500,
11649,3621,MEDCHAL MALKAJGIRI,362109,UPPAL,36210990146,MPHS THIRUMALANAGAR,6,03_HS,01_Govt_Localbody,sec_hsec,14_301 to 400,308,04_251-1000,0.75,75000,75000,54000,12750,8250,
11650,3621,MEDCHAL MALKAJGIRI,362109,UPPAL,36210990158,MPPS LAXMI NAGAR,1,01_PS,01_Govt_Localbody,Elementary,11_91 to 100,87,02_31-100,0.25,25000,25000,18000,4250,2750,
11651,3621,MEDCHAL MALKAJGIRI,362109,UPPAL,36210990163,ZPHS MALLAPOR,7,03_HS,01_Govt_Localbody,sec_hsec,17_601 to 700,635,04_251-1000,0.75,75000,75000,54000,12750,8250,
11652,3621,MEDCHAL MALKAJGIRI,362109,UPPAL,36210990201,ZPHS UPPAL,7,03_HS,01_Govt_Localbody,sec_hsec,18_701 to 800,774,04_251-1000,0.75,75000,75000,54000,12750,8250,
11653,3621,MEDCHAL MALKAJGIRI,362109,UPPAL,36210990202,ZPHS RAMANTHAPUR,7,03_HS,01_Govt_Localbody,sec_hsec,17_601 to 700,655,04_251-1000,0.75,75000,75000,54000,12750,8250,
11654,3621,MEDCHAL MALKAJGIRI,362109,UPPAL,36210990285,ZPHS HABISIGUDA,7,03_HS,01_Govt_Localbody,sec_hsec,12_101 to 200,199,03_101-250,0.50,50000,50000,36000,8500,5500,
11655,3621,MEDCHAL MALKAJGIRI,362109,UPPAL,36210990325,MPPS MOHAN NAGAR,1,01_PS,01_Govt_Localbody,Elementary,12_101 to 200,147,03_101-250,0.50,50000,50000,36000,8500,5500,
Sl.No.,Dist. Code,Dist. Name,Block Code,Block name,School code,School Name,Schcat,Schcat1,Schmgt_abstract,Catg,Enr_slab,Enrol,Enr_group,Grant_a mount in lakhs,Amount,Now proposed to release 100% amount,"General component (2202-01-001-15-
05-500-503)","SC
component (2202-01-
789-15-05-
500-503)","ST
component (2202-01-
796-15-05-
500-503)",
11656,3621,MEDCHAL MALKAJGIRI,362109,UPPAL,36210990326,MPPS MCH COLONY,1,01_PS,01_Govt_Localbody,Elementary,03_11 to 20,20,01_1-30,0.10,10000,10000,7200,1700,1100,
11657,3621,MEDCHAL MALKAJGIRI,362109,UPPAL,36210990327,MPPS KOTHAPET (N),1,01_PS,01_Govt_Localbody,Elementary,13_201 to 300,286,04_251-1000,0.75,75000,75000,54000,12750,8250,
11658,3621,MEDCHAL MALKAJGIRI,362109,UPPAL,36210990328,MPPS INDIRA NAGAR (K),1,01_PS,01_Govt_Localbody,Elementary,04_21 to 30,26,01_1-30,0.10,10000,10000,7200,1700,1100,
11659,3621,MEDCHAL MALKAJGIRI,362109,UPPAL,36210990329,MPPS KOTHAPET (H.W),1,01_PS,01_Govt_Localbody,Elementary,08_61 to 70,64,02_31-100,0.25,25000,25000,18000,4250,2750,
11660,3621,MEDCHAL MALKAJGIRI,362109,UPPAL,36210990330,MPPS NAGOLE,1,01_PS,01_Govt_Localbody,Elementary,13_201 to 300,252,04_251-1000,0.75,75000,75000,54000,12750,8250,
11661,3621,MEDCHAL MALKAJGIRI,362109,UPPAL,36210990331,MPPS JAIPURI COL,1,01_PS,01_Govt_Localbody,Elementary,12_101 to 200,143,03_101-250,0.50,50000,50000,36000,8500,5500,
11662,3621,MEDCHAL MALKAJGIRI,362109,UPPAL,36210990332,MPPS NUVULA BANDA,1,01_PS,01_Govt_Localbody,Elementary,10_81 to 90,94,02_31-100,0.25,25000,25000,18000,4250,2750,
11663,3621,MEDCHAL MALKAJGIRI,362109,UPPAL,36210990333,MPPS BANDLAGUDA,1,01_PS,01_Govt_Localbody,Elementary,09_71 to 80,76,02_31-100,0.25,25000,25000,18000,4250,2750,
